PubName,Headline,Newsbody
The New York Times," IN DESIGN TRENDS, A GLANCE BACK AND HINTS OF '87"," IN the opening scene of the movie ''Ruthless People,'' Sam Stone, played by Danny DeVito, plots the death of his wife, Barbara (Bette Midler), an obstreperous Beverly Hills matron. ''God I hate that woman,'' he rants. ''I hate the way she licks stamps. I hate her furniture!'' ''I hate her furniture!'' may be the most telling line of 1986. The furniture in question was in the Italian avant-garde Memphis style, and Mr. DeVito's character may have been speaking for many when he uttered this impassioned critique of Italian 'nuovo' design. That Memphis furniture wound up as a comic device in a Hollywood movie says a lot about the year 1986. There were no Italian gurus creating never-before-seen furniture forms, no one all-embracing movement like post-modernism to hang stylistic hats upon. Instead, 1986 was a year in which comfort, expressed through the use of natural materials and in furniture that was rarely outrageous, took center stage. It was a year in which Witold Rybczynski, a Canadian architect, wrote ''Home: A Short History of an Idea,'' a cultural inquiry into comfort. The book confirmed the reactions of Danny DeVito's Sam Stone, a design victim if ever there was one. Bill Stumpf, a Minneapolis furniture designer, says ''Home'' is about the major design issue of the 80's, adding, ''A broader sense of physical comfort is something we've denied for many years.'' Among designers themselves, 1986 may be ultimately remembered as the year in which the profession lost two of its leading lights, George Nelson and Raymond Loewy. Mr. Loewy's streamlined forms optimistically expressed the spirit of the machine age. An expert at packaging images, including his own, he predated the current cult of personality and may have been America's first designer superstar. George Nelson, in addition to being a furniture designer, was an irascible critic who suffered fools poorly and was fond of saying, ''We live in a society saturated with visual illiterates.'' Their deaths were a major loss. But many of their concerns live on in a feast of books and exhibitions that celebrate design - not as a profession dedicated to making designer teakettles, but as the stuff of daily life, past and present. At the Cooper-Hewitt Museum, ''Milestones: 50 Years of Goods and Services'' cast its eye on 50 important everyday artifacts, from power mowers to air-conditioners. In his book ''Populuxe,'' Thomas Hine fondly examined the ebullience of the 1950's and the early 60's, from the Miami Beach hotel architect Morris Lapidus to the ridged potato chip. At the Brooklyn Museum, a major exhibition, ''The Machine Age in America 1918-1941'' celebrates the heyday of futuristic streamlined design. The amount of time it takes for anything historical to undergo a revival seems to be shrinking every year. Though the 1950's, 40's, 30's and even the 60's continued to be trendy, above all 1986 was the year of ''Vienna 1900,'' and Josef Hoffmann became firmly established as an icon. In addition to the ''Vienna 1900'' exhibition at the Museum of Modern Art, new reproductions and knockoffs of ''W.W.'' (for Wiener Werkstatte) abounded. At the Metropolitan Museum, ''In Pursuit of Beauty: Americans and the Esthetic Movement'' unveils the not-so-distant treasures of the American esthetic movement. There were more reproductions of Frank Lloyd Wright. In a rather sobering commentary on the historic preservation movement, the antiques dealer Margot Johnson predicted that architectural elements from lost buildings by Louis Sullivan and by Frank Lloyd Wright will be among next year's hot design collectibles. At the designer show houses, those faithful bastions of decorating luxury, opulence was the operative word. It reached its peak, perhaps, at the Southampton designer show house, where decorators went into a fringe frenzy - one room featuring an improbable 82 yards of fringe. The use of chintz, while it will always be with us, may have crested for now, as might faux finishes. Last year, design formality was found in the use of rich fabrics such as silks, satins, heavy velvets, jacquards. Some window treatments were so wavy they made one yearn for Dramamine. Outside, there was a wealth of status garden furniture, especially the English teak bench and a proliferation of the British perennial flower border. Gardening continued to be the subject of probing cocktail conservation such as ''Are your hemerocallis blooming a week earlier this year?'' Outside and in, the look was rich, ''the richer the better,'' in the words of the decorator Mario Buatta, who added, ''Houses are becoming imitative of King Ludwig of Bavaria.'' If there was a bridge between old money and the masses, it was to be found in the home furnishings of Ralph Lauren. From his new Polo shop on Madison Avenue, Mr. Lauren purveys the image of the mythical comforts of home - an image of people sipping Sherry on a squishy sofa beside a roaring fire, beagles at hand. His influence could be found at the Southern Furniture Market in High Point, N.C., last fall, where new designs were old-looking, comfortable and above all nonthreatening: chaises, daybeds, sprawling oversized chairs - lots of stripped pine and wicker. Mr. Lauren creates a personal vision of comfort. In 1986 industrial designers, too, wrestled with the idea of comfort, in not-so-rarefied products. Cousins Design in New York, for example, introduced kitchen ovens for Thermador that featured ''friendly'' squishy polyurethane knobs and handles. The Sharp Corporation continued to inject comforting elements into its products - whimsical pink microwave ovens and curvaceous sea-foam green radios. Though 1986 was not a year for pervasive trends, new directions could be detected, particularly in the expressive use of materials. The new year should see continued use of patinaed metal, wrought iron, galvanized steel, oxidized copper and the deliberate use of distressed surfaces to express age and romance. ''The machine ethic did not allow imperfection,'' notes the designer John Saladino, remarking on the preponderance of fake water stains and mottled textures. Some see an inexorable swing of the pendulum - a return to materials left in their natural state, a sort of design equivalent of health food. The new offices of the designers Massimo and Lella Vignelli, for example, sport waxed lead walls, sandblasted glass panes and a raw steel table. At the restaurant Coastal, to open later this year, the designer Sam Lopata - the man known for his use of tile and mirror and the phrase ''noise is theater'' - will be using simple natural materials, including wood chairs and unvarnished floors. At the very least, the use of natural materials seemed to signal a new communion among design, craft and art. According to Massimo Vignelli, contemporary artists like Richard Serra and Donald Judd have been influential in their pioneering use of materials. Designers' inspiration now ''comes from the arts rather than other designers,'' he said. At Zona, a Santa Fe-style store in SoHo, the natural look reaches some sort of apogee as urbanites pull up in Saabs and Mercedeses to buy birch-bark and willow Ojibwa baskets, forged iron candlesticks and shapely bundles of twigs. As in years past, 1987 should also see the proliferation of the so-called ''design object.'' Following in the footsteps of the Tizio lamp, next year's most sought-after status symbol may very well be the 23-piece, $4,000 Alessi cookware set also designed by Richard Sapper. Seven years in the making, it is a collaboration between Mr. Sapper and six of the world's most illustrious chefs. It is a state-of-the-art design not likely to be used by Mr. Sapper. ''Cook?'' he asks. ''All I can do is brew tea, boil an egg and grill steak.''"
The New York Times, Money Fund Assets Fall," Assets of the nation's 375 money market mutual funds decreased $1.87 billion, to $231.95 billion, for the week ended Tuesday, the Investment Company Institute said yesterday. Assets of the 91 institutional funds fell $1.23 billion, to $63.97 billion. Assets of the 194 general purpose funds dropped $191.7 million, to $63.94 billion. The 92 broker-dealer funds fell $446.2 million, to $104.04 billion."
The New York Times," Office Pool, 1987"," Once more unto the breach, dear friends, predicting the headlines of the coming year. Last year I was spot-on about the collapse of oil prices, wrong about the control of the Senate and almost everything else. Those who bet on the predictions made here last year are the object of snickering at their political naivete and envy at their new riches. Multiples, start your choices: 1. The world leader leaving the scene in 1987 will be (a) France's staggering Jacques Chirac; (b) Britain's Margaret Thatcher, too confident of whipping Labor's Neil Kinnock; (c) Corazon Aquino, jinxed by a Time cover; (d) Mikhail Gorbachev, shoved aside by Yegor Ligachev for throwing stones in a glasnost. 2. The new household name made famous by the Iran contra-temps will be (a) Gen. John Singlaub; (b) Roy Furmark; (c) Gen. Richard Secord; (d) Duane Clarridge. 3. Israeli-American relations will (a) improve as the sponsorship of the arms dealings by Saudis and Canadians becomes known; (b) suffer when an Israeli officer becomes a target of American prosecutors in the Pollard spy case; (c) be tested as Oliver North tries to pin the blame on David Kimche for the fund diversion. 4. The main Democratic problem will become (a) Mario Cuomo's ignorance of foreign affairs issues; (b) a voter backlash against Democrats for ''losing'' Central America after abandoning the contras; (c) Gary Hart's widening lead making the nomination race look dull; (d) Sam Nunn's inability to express heavy compassion for society's losers. 5. The main Republican problem will become (a) the cognitive dissonance following the moderates' rush to Bob Dole as hard-line, anti-Sandinista diehards turn to George Bush; (b) the Dole sense of humor about his support of subsidized grain sales to Moscow; (c) the inexplicable hurricane following ''the Robertson Curse''; (d) Jack Kemp's reluctance to heed the nautical maxim ''When the water reaches the upper level, follow the rats.'' 6. The historic event of the year will be (a) turmoil in China following Maoist resentment of mild repression of freedom-demanding students; (b) turmoil in the Soviet Union as the forces of change lose control; (c) turmoil in the U.S. as the President and Vice President are staggered by scandal; (d) turmoil in South Africa as black revolution begins; (e) the eerie lack of turmoil anywhere. 7. Hot political vogue verb of the year will be (a) immunize; (b) sharing; (c) distance oneself; (d) outcompete. 8. White House chief of staff at year-end will be (a) Don Regan; (b) Baker, James or Howard; (c) Paul Laxalt; (d) Drew Lewis; (e) Cap Weinberger. 9. A weakened Presidency will result in (a) Democratic insistence on a tax increase as the price for S.D.I.; (b) Soviet toughness in arms reduction negotiations to capitalize on President Reagan's need for a deal; (c) Soviet acceptance of space-defense testing rather than postpone a deal well into the next Presidency; (d) a Republican turn toward Jeane Kirkpatrick as nominee. 10. The new C.I.A. chief will be (a) an intelligence pro not known to the general public, like Gen. William Odom; (b) a trusted figure to restore credibility in the coming maelstrom, like William Webster of the F.B.I.; (c) a sitting senator, like Malcolm Wallop of Wyoming. 11. The sleeper best seller among the politerati will be (a) Michael Deaver's loyalist memoir of the Reagans; (b) Jenifer Harvey Lang's fearless ''Tastings: the Best From Ketchup to Caviar'' (Crown); (c) Jane Nevins's timely ''Toward 200: the Constitution and its Celebration'' (Richardson & Steirman); (d) Sam Donaldson's ''Hold On, Mr. President!'' (Random House), its title gaining an unintended double meaning. 12. The economic scenario will be (a) under 2 percent real growth, interest rates up, stock market down; (b) better growth, rates down, market up; (c) 5 percent growth, boom; (d) no growth, bust. 13. Replacing Paul Volcker at the Fed will be (a) a banker like William Butcher of Chase, or Gerald Corrigan or Karen Horn of the Fed; (b) an economist like Fed vice chairman Manuel Johnson, Alan Greenspan, Beryl Sprinkel or Martin Anderson; (c) George Shultz, the independent-minded team player accused of being a loner by huddled professional loners; (d) Donald Regan, who now might be willing to accept a demotion. 14. Resolutely serving in the Oval Office next year at this time will be (a) Ronald Reagan; (b) George Bush; (c) James Wright. My picks: c, c, b, a, a, a, d, b, c, c, a, a, d, a. You gotta play to lose. ESSAY"
The New York Times, POPE NAMES CALIFORNIA BISHOP," Pope John Paul II has named Bishop Norman F. McFarland of Nevada as the new Bishop of the Roman Catholic Diocese of Orange. Bishop McFarland, 64 years old, who has headed the Reno-Las Vegas Diocese for 10 years, succeeds Bishop William R. Johnson, who died July 28. He was the first Bishop of Orange, the second-largest diocese in California, serving 500,000 Catholics. The Pope also named three Auxiliary Bishops for the Archdiocese of Los Angeles on Monday. They are the Rev. Patrick Ziemann, 45, of Los Angeles; the Rev. Armando Ochoa, 43, of Los Angeles, and the Rev. P. Carl Fisher, 41, of Baltimore. Father Fisher's appointment makes him the first black Bishop in the Western United States. Archbishop Roger Mahony said he had asked the Pope to appoint a black Auxiliary Bishop ''because Los Angeles has the third-highest overall black population among all the dioceses and archdioceses of the United States.'' The archdiocese estimates that a million blacks live in its boundaries, about 50,000 of them Catholic."
The New York Times, GOING OUT GUIDE," TAKING IT EASY New Year's Day has always had a special tranquillity. Whether the eve was one of unrestrained indulgence or prayerful participation in a watch-night service, something in between or a combination thereof, the day allows for leisure and for genuine sociability. In fact, being sociable on New Year's Day is a tradition. And at the Old Merchants House the tradition is annually upheld with a ''Social Calling in Old New York'' observance. Between 1 and 6 P.M. today the public is invited to visit this 155-year-old building at 29 West Fourth Street. This was the home of the Seabury Tredwell family from 1835 to 1935; his mother was a descendant of Priscilla Mullins and John Alden, of Mayflower fame. In a 10-year task that ended in 1980, the house was restored. Significantly, the original house is all there. There are ancient chandeliers whose light was fueled by whale oil. There is the silver, china, glass, fans, pressed flowers, gowns and other family possessions. For today's open house music will be provided and volunteers and directors will serve refreshments. Admission is $5. Information: 777-1089. 20 CENTS APIECE The 20-year-old Poetry Project's 13th annual New Year's Day benefit is a shoo-in to attract the region's poets. This yearly feast of verse will present 50 poets, performers, dancers, musicians and assorted theatrical people. Their program will begin at 7 P.M. and continue to midnight. The masters of ceremonies are Haoui Montaug of the No Entiendes Cabaret, Two Girls Two (Adele O'Dae and Sybil St. Claire), Carmelita Tropicana and the poets Richard Bandanza and Jessica Hagedorn. The cast will include Allen Ginsberg, Emily XYZ, Anne Waldman, Brad Gooch, Eileen Myles, Bob Holman, Paul Schmidt, Pat Downey, Ray Povod, Pedro Pietri, Maureen Owen, Barbara Barg, Andrei Codrescu, John Giorno, Patricia Jones, Lynne Tillman and Cookie Mueller - all poets and writers. The performers' lineup is scheduled to include Robbie McCauley and Ed Montgomery, the Downtown Divas (Ms. Hagedorn, Deborah Artman and Laurie Carlos), Mary Shultz, Chazz Dean and James Siena, David Cale, Ralph Lemon and Tony Whitfield, Richard Elovich, The Wow Cafe, Nicky Paraiso, Harry Mann and Jim Neu, the Larry Rivers Band, Joseph Jarman and the dancers Yvonne Meier and Yoshiko Chuma. For all 50 the price is $10, which comes to 20 cents apiece. Food and drink will be served. The project's full name is the Poetry Project at St. Mark's Church, and that's where this performance will take place - at Second Avenue and 10th Street. Information: 674-0910. HERBIE HANCOCK QUARTET For those who have arrived at this point not satiated by the nightclub environment and who want to hear music, tonight may be an ideal time. At the Blue Note, 131 West Third Street, the group is the Herbie Hancock Quartet. Mr. Hancock, the renowned electronic keyboardist, acoustic pianist and performer in the successful movie '' 'Round Midnight,'' is most often seen and heard in large concert halls. Tonight Mr. Hancock, one of the industry's most successful (and busiest) practitioners, is working a nightclub. The quartet's bassist will be Ron Carter, with whom Mr. Hancock has often worked. The two were fixtures in Mr. Hancock's V.S.O.P., the 1970's quartet that also included Wayne Shorter, the tenor saxophonist, and the drummer Tony Williams. For this engagement, the drummer is Al Foster, who, like Mr. Williams, is an exponent of contemporary mainstream drumming. The saxophonist tonight will be Branford Marsalis, formerly associated with Sting. Mr. Hancock was also a presenter of the trumpeter Wynton Marsalis, Branford's brother, in Wynton's early phase. Tonight's shows are at 9 and 11:30 P.M. The quartet may be heard through Saturday night. There is a $35 music charge tonight, a $5 minimum, or $20 at the bar. Information and reservations: 475-8592."
The New York Times, MUSIC: LEINSDORF LEADS PHILHARMONIC PROGRAM," The excitement of music for Erich Leinsdorf, who led the New York Philharmonic at Avery Fisher Hall on Tuesday night, seems to lie more in the understanding, analysis, appreciation of it - as expressed through playing - than in the physical or psychological thrill of performing itself. His appreciation (as one knows it from his lucid books) is not dusty or stern, but many listeners, this one included, find his actual performing style disappointingly cut and dried. One still listens with pleasure, because it is always a pleasure to hear good music confidently handled by someone who understands it and because orchestras tend to play well for Mr. Leinsdorf. Still, Mozart's ''Jupiter'' Symphony did not produce that new experience of wonder that can come with a well-known piece freshly imagined, and the lilt of the shepherds' music from Bach's ''Christmas Oratorio'' was not so evocative of the biblical scene as it has sometimes seemed. The soloist was Yefim Bronfman, who sat down after intermission to play a pair of substantial ''Fantasies'' for piano and orchestra. One was by the young Debussy, who suppressed its publication with some justification. It contains clear pointers toward the kind of music the composer wanted to write, but he had not yet achieved the economy that would purge his later scores of filler music; here, there is too often a sense of sugary, wandering reiteration of ideas. It's pretty, and (except for some passages near the end when overloud horn playing left the strings and Mr. Bronfman sounding puny) it was well performed. The other work was Liszt's ''Hungarian Fantasy,'' in which Mr. Bronfman had a rousing success. At best, as in the unaccompanied beginning of the fast section and a few of the interspersed cadenzas, he treated the music to an elegant, sparkling play of light and shade. He used dynamics liberally to help in shaping phrases, a procedure apparently obvious but one that many pianists neglect to adopt (especially in concerto work). His soft, fast passage work is not the last word in clarity, but it was a pleasure to hear a Liszt player who realized that this is just as important as hard, fast octaves. Mr. Bronfman provided those, too - again, not so stunningly as to give the thrill of virtuosity but more than well enough to serve a fine musical conception of a piece that can be made to sound trashy. Here it sounded utterly enjoyable, and the audience made its agreement with that sentiment clear. Then came some of the Viennese desserts traditionally favored by the Philharmonic for the New Year's week: ''Bahn frei'' (''Free passage'') by Eduard Strauss and two favorites by brother Johann, with conductor and audience in suitably cheerful spirits."
The New York Times, Dollar Slides Sharply; Gold Surges Past $400," The dollar closed out the year on a sour note yesterday, falling sharply to new six-year lows against the West German mark and other European currencies. Traders sold dollars in response to November's record-shattering trade deficit. Meanwhile, gold prices, which have been flat for the last few sessions, rose by $14.60 an ounce, to $404.90, in a holiday-shortened trading session at the New York Commodity Exchange. The Republic National Bank in New York quoted a final gold bid for the day of $404 a troy ounce, up from $390 Tuesday. The dollar headed into the new year more than 25 percent lower, on average, than at the end of 1985. The American currency fell steadily during 1986, following the September 1985 decision of the major industrial powers to realign currencies in order to reduce the dollar's value and make American exports more competitive. The dollar's decline yesterday was recorded on light trading. But analysts and traders said the slide presaged a further selloff in the new year. ''People thought that the beginning of 1987 would see a renewed push on the dollar,'' sending it lower, said Richard E. Witten, a vice president in foreign exchange at Goldman, Sachs & Company. ''But today people were just trying to jump the gun.'' Near the end of the day, the dollar was bid at 1.9190 marks, down 1.5 percent from Tuesday's close. The dollar also reached a new low against the Swiss franc, as it fell to 1.6095 yesterday, down 1 percent from Tuesday. Compared with its performance against European currencies, the dollar's decline against the yen was relatively modest. The yen, which has risen by more than 50 percent against the dollar since the end of 1984, was quoted at 158.19 to the dollar, up slightly from Tuesday's close of 159.95. Trade Figure Comes As Shock Mr. Witten and other traders said that the bulk of the day's activity came within 20 minutes after the November trade figures were announced by the Commerce Department. The $19.2 billion deficit came as a shock; many experts had been expecting a figure in the $14 billion range. ''If the trade number had been in the $14 billion area, the dollar would have been a little stronger,'' Mr. Witten said. ''But when it came out it told traders not to close their books on the dollar yet.'' While a drop in the dollar generally helps gold prices, yesterday's surge was unexpected, according to some analysts. ''Gold has been quiet for the past couple of days, in spite of a falling dollar and rising oil prices,'' said John P. Norris, vice president at Citibank Precious Metals. ''But what happened today came as a little bit of a surprise to most of the trade.'' Mr. Norris said that technical factors, and a delayed reaction in the precious metals markets to the dollar's recent decline, were the main reasons for gold's rise yesterday. The continued fall of the dollar against the German mark prompted the Bundesbank's president, Karl Otto Pohl, to say yesterday that further declines would not be in the best interests of the United States, and could pose risks for economic growth in Germany and throughout Europe. In spite of Mr. Pohl's comments, traders remain convinced that further declines are ahead. ''The emerging trend is that the dollar has to decline more,'' Mr. Witten said, ''say another 5 percent against the mark over the next three months.''  CURRENCY MARKETS"
The New York Times," IRAN ACCUSES U.S. IN TALKS, SAYING ASSET DEAL WAS NEAR"," Iran's chief negotiator accused the United States today of not dealing in ''good faith'' in talks on returning $507.7 million in blocked Iranian assets. The talks were adjourned earlier today, despite an Iranian assertion that a settlement was near. The meeting at the Iran-United States Claims Tribunal lasted only 30 minutes, and the United States said this fourth round of talks was at an end. Both sides confirmed, however, that further meetings are planned. Returning to United States At the State Department in Washington, Phyllis Oakley, a spokesman, said, ''The United States negotiators are returning to the United States to consult in preparation for the next meeting. We feel progress was made.'' Mrs. Oakley said no agreement had been expected today and holding more sessions had been seen as ''a likely outcome,'' although she said no date for resumption was set. Assadollah Nouri, the chief Iranian negotiator, said the United States side at The Hague told him no agreement could be reached now because Washington officials were not available over the holiday. He said Iran had expected to conclude the discussions today. At Federal Reserve Bank The $507.7 million represents what is left over, plus interest, in Account No. 1 at the New York Federal Reserve Bank, a $3.66 billion account established with Iranian money in 1981 to pay off syndicated bank loans. The United States delegation ''was supposed to put its final draft for implementation of the award on the table so that we might be able to conclude our negotiations,'' Mr. Nouri said. ''But without any justification, the United States delegation said to us today that it would not be ready to continue the talks,'' he added. Mr. Nouri continued, ''They said that their home authorities are not available at this time of the year in Washington so they could not reach them easily to persuade them to sign a final draft.'' Lack of Faith Charged ''The Government of the United States in implementing the tribunal award has so far not shown its good faith,'' the Iranian negotiator charged. No spokesman was available at the American Embassy to respond to Mr. Nouri's comments. Last August, the Iran-United States Claims Tribunal ordered return of Account No. 1 funds to Iran. The United States has agreed in principle to the payback. The release of all Iranian assets blocked in the United States, including military equipment, has recently been linked by the Iranian Parliament Speaker, Hojatolislam Hashemi Rafsanjani, to possible Iranian intercession on behalf of American hostages in Lebanon. Funds and Equipment Iran needs both funds and equipment to pursue its six-year-old war with Iraq. Today, however, Prime Minister Mir Hussein Moussavi was quoted by the official Islamic Republic News Agency as denying any link between the money and the hostages. The report was monitored in Nicosia, Cyprus."
The New York Times, NEW YORK AGENDA," Parking - Sunday rules. Sanitation - No collections; no street cleaning. Governmental offices - Closed. Post offices - Closed; special delivery and express-mail delivery only. Banks - Closed. Financial markets - Closed. Transportation - Subways, buses, Long Island Rail Road and Metro-North on Sunday and holiday schedules; some N.J. Parking - Sunday rules. Sanitation - No collections; no street cleaning. Governmental offices - Closed. Post offices - Closed; special delivery and express-mail delivery only. Banks - Closed. Financial markets - Closed. Transportation - Subways, buses, Long Island Rail Road and Metro-North on Sunday and holiday schedules; some N.J. New Year's Day Parking - Sunday rules. Sanitation - No collections; no street cleaning. Governmental offices - Closed. Post offices - Closed; special delivery and express-mail delivery only. Banks - Closed. Financial markets - Closed. Transportation - Subways, buses, Long Island Rail Road and Metro-North on Sunday and holiday schedules; some N.J. Transit schedules altered. Libraries - Closed. Schools - Closed."
The New York Times," 1,019 SANDINISTA SOLDIERS REPORTED KILLED DURING '86"," More than 1,000 Government solders were killed in 1986, President Daniel Ortega Saavedra said today in a year-end speech. Mr. Ortega said Government losses in the war with the rebels totaled 1,019 dead and 1,798 wounded. He estimated that the United States-backed rebels had suffered 6,600 casualties, including 4,000 deaths. The figures were roughly equal to those the Government presented at the close of 1985. Mr. Ortega today portrayed the rebel force as shrinking and ''in the process of decomposition.'' ''The army of 30,000 men that President Reagan dreamed of is at this moment reduced to 6,500 mercenaries,'' the Sandinista leader said in an address broadcast live on Nicaraguan radio stations. ''The millions for the mercenary forces have produced nothing.'' Rebel Chief Dispute Figures American officials have recently estimated that the number of rebels, who are known as contras, is over 10,000. In a telephone interview from Miami, the head of the largest contra group, Adolfo Calero Portocarrero of the Nicaraguan Democratic Force, said figures announced by Sandinista leaders were unreliable. He said that Sandinista casualties were three times higher than announced today and that rebel losses were only a third as great as Mr. Ortega reported. ''We will show in early 1987 that the Sandinistas are vulnerable,'' Mr. Calero said. ''We will bring the war closer to population centers. We will widen and multiply our fronts throughout the country, with the aid that we are getting and more than we will get.' ''In 1987 we expect the downfall of a regime that is corrupt and that is being eaten up from within,'' he said. In an interview 12 months ago, he predicted that 1986 would be ''the year of liberation for Nicaragua.'' Economy Said to Slow Decline President Ortega said today that Nicaragua's economy had reduced its rate of decline but had not begun to grow. Recalling that the economy shrunk by 5 percent in 1985, he said: ''For 1986, we had we had proposed to grow 6.5 percent. This was not possible.'' The economy came close to zero growth this year, however, and Mr. Ortega said planners hoped for a 2.1 percent growth rate in 1987. ''Nineteen-eighty-six was a year of great sacrifices, adding to the toll of pain and blood for the people of Nicaragua,'' he said. ''The year 1987 will be one of great challenges and sacrifices.'' Mr. Ortega, who is about to complete his second year in office, expressed support for what he described as popular movements in South Africa, Chile, El Salvador and Haiti. He said his Government was committed to democracy, but he warned that Nicaraguans who clamor for more political freedom should prove their good faith by ''first defending sovereignty, self-determination, the country's dignity.'' ''In 1986 the Congress of the United States approved the sending of military advisers, ammunition and transport, and $100 milion to continue terrorist actions in Nicaragua,'' he said. ''We must remain prepared to confront aggression.'' Honduran Fighting Cited Mr. Ortega referred to military campaigns that Nicaraguan troops conducted against contra bases near the border with Honduras in March and again in November and December. As has been his custom, he did not specify whether the fighting had been in Nicaragua or Honduras, but he charged that contras maintained bases in Honduras and were ''trying to invade our territory from Honduran territory.'' Honduran leaders asserted this month that Sandinista troops searching for contras had crossed into Honduras. They sent planes to bomb two targets inside Nicaragua in retaliation. Diplomats and military officers in Managua said they expected contra activity to increase over the coming months as weapons bought with American aid money began reaching rebel soldiers. The Government reported two fatal incidents over the weekend. Six people including two children were said to have died when contras attacked a farm cooperative near the ranching town of Amoapa in the central part of the country. In the border province of Jinotega, two men on a military truck carrying supplies to coffee pickers were killed and five others wounded when a mine exploded beneath them. Mr. Ortega said today that there had been 35,000 victims since the Nicaraguan war began five years go. That figure was understood to include all military and civilian dead, wounded and missing."
The New York Times," Josh Parker, Options Trader, Is New York Player of Year"," The most successful New York City player in 1986 was Josh Parker, a young man who recently abandoned the profession of law to join the small army of bridge experts trading options on the American Stock Exchange. By winning the Reisinger Knockout Team Championship, placing second in the Von Zedtwitz Double Knockout Team Championship and the Big Apple Swiss Teams, together with high finishes in several other events, Parker won two titles: New York Player of the Year and New York Team Player of the Year. In the diagramed deal played at the Cavendish Club, Parker overcame a bad trump break in his four-spade contract. The cue bid of four diamonds was a strong raise to four spades, and South rejected the slam invitation. West took two diamond winners and shifted to a trump. South took dummy's three winners, leaving the jack at large. He then led four rounds of clubs, and East refused to ruff. The position was now this: The routine play of taking a heart finesse would have failed. But Parker saw a way to give himself an extra chance. East had played high-low in diamonds, indicating a doubleton, so the distribution was clear: East had to have three hearts together with the spade jack. East was therefore given the lead with a trump and was forced to lead hearts. This preserved the normal finesse of the jack, but also provided for the actual layout. East led the ten, covered around the table by the jack, queen and king. Then the eight was finessed to make the game. If East had instead led the seven, South would have played the eight. Yesterday's bridge column erroneously credited a line from ''Promises, Promises'' to Burt Bacharach. The lyricist was Hal David, with music by Mr. Bacharach. BRIDGE"
The New York Times, Macy's Stores To Open Today," For what is believed to be the first time in the company's 128 years, Macy's stores nationwide will be open New Year's Day. Judith Cohen, a spokesman for the store, said executives would be looking at the experiment ''very carefully'' this year to determine whether it would become a permanent policy. The decision to open the stores was based on the assumption that potential shoppers would be grateful for a place to go during the holiday. ''We're open most holidays and sales are good,'' Ms. Cohen said. ''Management figured that New Year's Day would be the same.'' Several months ago, employees were given the option of working New Year's, with additional pay or compensatory time as an incentive. ''No employee had to work who didn't want to,'' Ms. Cohen said. She said she did not know how many employees had agreed to work, but added that it was ''enough to keep the store open.'' The city's other major department stores - including Saks, Bloomingdale's and Bergdorf Goodman - will all be closed New Year's Day. Macy's will have shortened hours, from 11 A.M. to 6 P.M. COMPANY NEWS"
